ActorId,Name,Race,Gender,Faction
savile imayn,Savile Imayn,Dark Elf,Female,
Savure Uvalor,Savure Uvalor,Dark Elf,Male,
seba anurnudai,Seba Anurnudai,Dark Elf,Female,
sedam omalen,Sedam Omalen,Dark Elf,Male,Redoran
sedrane arvel,Sedrane Arvel,Dark Elf,Male,Hlaalu
sedris omalen,Sedris Omalen,Dark Elf,Female,Redoran
sedyni veran,Sedyni Veran,Dark Elf,Female,
seldus nerendus,Seldus Nerendus,Dark Elf,Male,
selk muddumummu,Selk Muddumummu,Dark Elf,Male,
selkirnemus,Selkirnemus,Dark Elf,Male,
selman relas,Selman Relas,Dark Elf,Male,Temple
selmen relas,Selmen Relas,Dark Elf,Male,Temple
selvil sareloth,Selvil Sareloth,Dark Elf,Male,
selvura andrano,Selvura Andrano,Dark Elf,Female,Camonna Tong
sen,Sen,Dark Elf,Female,Ashlanders
sendus sathis,Sendus Sathis,Dark Elf,Male,Temple
senipu,Senipu,Dark Elf,Female,Ashlanders
senise thindo,Senise Thindo,Dark Elf,Female,Telvanni
seras gavos,Seras Gavos,Dark Elf,Male,Telvanni
serer andrano,Serer Andrano,Dark Elf,Male,Hlaalu
serila arvel,Serila Arval,Dark Elf,Female,
sernsi drelas,Sernsi Drelas,Dark Elf,Female,Hlaalu
serul dathren,Serul Dathren,Dark Elf,Male,Morag Tong
seryn othralen,Seryn Othralen,Dark Elf,Male,
seryne relas,Seryne Relas,Dark Elf,Female,
Sethesi Adas,Sethesi Adas,Dark Elf,Female,
sevame saryon,Sevame Saryon,Dark Elf,Female,
Sevilo Othan,Sevilo Othan,Dark Elf,Male,
sevisa teran,Sevisa Teran,Dark Elf,Female,
sevyni saryon,Sevyni Saryon,Dark Elf,Female,
shabinbael,Shabinbael,Dark Elf,Male,Ashlanders
shali assannabalit,Shali Assannabalit,Dark Elf,Female,
shallath-piremus,Shallath-Piremus,Dark Elf,Female,Ashlanders
shanat kaushminipu,Shanat Kaushminipu,Dark Elf,Male,
shanit ashar-don,Shanit Ashar-Don,Dark Elf,Male,
shannat pansamsi,Shannat Pansamsi,Dark Elf,Male,Morag Tong
shanud ududnabia,Shanud Ududnabia,Dark Elf,Male,Temple
shara,Shara,Dark Elf,Female,Ashlanders
shara atinsabia,Shara Atinsabia,Dark Elf,Female,
shargon odin-ahhe,Shargon Odin-Ahhe,Dark Elf,Male,
shashev,Shashev,Dark Elf,Male,
shilipuran zama-rasour,Shilipuran Zama-Rasour,Dark Elf,Male,
shimsun,Shimsun,Dark Elf,Male,Ashlanders
shin assemmus,Shin Assemmus,Dark Elf,Male,
shinammu radansour,Shinammu Radansour,Dark Elf,Female,
shipal zansatanit,Shipal Zansatanit,Dark Elf,Male,
shirerib ashi-iddan,Shirerib Ashi-Iddan,Dark Elf,Male,
shishi yanumibaal,Shishi Yanumibaal,Dark Elf,Female,
shulki ashunbabi,Shulki Ashunbabi,Dark Elf,Female,
shullay malman-ammu,Shullay Malman-Ammu,Dark Elf,Male,
shullay vabdas,Shullay Vabdas,Dark Elf,Female,
sinnammu mirpal,Sinnammu Mirpal,Dark Elf,Female,Ashlanders
sodrara andalas,Sodrara Andalas,Dark Elf,Female,Camonna Tong
sodres nerethi,Sodres Nerethi,Dark Elf,Male,Redoran
sondryn irathi,Sondryn Irathi,Dark Elf,Female,Fighters Guild
sonummu zabamat,Sonummu Zabamat,Dark Elf,Female,Ashlanders
sorosi radobar,Sorosi Radobar,Dark Elf,Female,
sortis rathryon,Sortis Rathryon,Dark Elf,Male,Temple
sovali uvayn,Sovali Uvayn,Dark Elf,Female,Hlaalu
sovisa adas,Sovisa Adas,Dark Elf,Female,
sovor trandel,Sovor Trandel,Dark Elf,Male,Camonna Tong
stlennius vibato,Stlennius Vibato,Dark Elf,Male,
subenend urshummarnamus,Subenend Urshummarnamus,Dark Elf,Male,
sul-matuul,Sul-Matuul,Dark Elf,Male,Ashlanders
sulen sarandus,Sulen Sarandus,Dark Elf,Male,
sulis rendas,Sulis Rendas,Dark Elf,Male,
sur surishpi,Sur Surishpi,Dark Elf,Male,
suryn athones,Suryn Athones,Dark Elf,Male,Temple
Suvryn Doves,Suvryn Doves,Dark Elf,Male,Thieves Guild
svadstar,Svadstar,Dark Elf,Male,
tadara indaram,Tadara Indaram,Dark Elf,Female,
tadas llendu,Tadas Llendu,Dark Elf,Male,Telvanni
Talamu Sethandas,Talamu Sethandas,Dark Elf,Female,
talare arvel,Talare Arvel,Dark Elf,Female,Hlaalu
talis drurel,Talis Drurel,Dark Elf,Male,Redoran
talis veran,Talis Veran,Dark Elf,Male,
talkin ashar-dad,Talkin Ashar-Dad,Dark Elf,Male,
talmeni drethan,Talmeni Drethan,Dark Elf,Female,
talms dralor,Talms Dralor,Dark Elf,Male,Hlaalu
talmsa falas,Talmsa Falas,Dark Elf,Female,Hlaalu
talsi uvayn,Talsi Uvayn,Dark Elf,Female,
Taluri Rothalor,Taluri Rothalor,Dark Elf,Female,
taluro athren,Taluro Athren,Dark Elf,Female,Redoran
tamira vian,Tamira Vian,Dark Elf,Female,Temple
tanar llervi,Tanar Llervi,Dark Elf,Female,Mages Guild
tandasea salas,Tandasea Salas,Dark Elf,Female,
tandram andalen,Tandram Andalen,Dark Elf,Male,
tanel faren,Tanel Faren,Dark Elf,Male,Redoran
Tanisie Verethi,Tanisie Verethi,Dark Elf,Female,
Tanur Llaram,Tanur Llaram,Dark Elf,Male,
tanusea veloth,Tanusea Veloth,Dark Elf,Female,Temple
tarani dralno,Tarani Dralno,Dark Elf,Female,
tarar doran,Tarar Doran,Dark Elf,Male,
taren omothan,Taren Omothan,Dark Elf,Male,
tarer braryn,Tarer Braryn,Dark Elf,Male,Temple
taros dral,Taros Dral,Dark Elf,Male,Morag Tong
tarvyn faren,Tarvyn Faren,Dark Elf,Male,Hlaalu
tashpi ashibael,Tashpi Ashibael,Dark Elf,Female,
Taves Aralen,Taves Aralen,Dark Elf,Male,
tavilu moren,Tavilu Moren,Dark Elf,Female,Redoran
tavynu tedran,Tavynu Tedran,Dark Elf,Female,
tedril vandram,Tedril Vandram,Dark Elf,Male,
tedryn brenur,Tedryn Brenur,Dark Elf,Male,Camonna Tong
tedur hlarar,Tedur Hlarar,Dark Elf,Male,
tedysa andarys,Tedysa Andarys,Dark Elf,Female,
teleri helvi,Teleri Helvi,Dark Elf,Female,
telis salvani,Telis Salvani,Dark Elf,Male,Temple
tels girano,Tels Girano,Dark Elf,Male,
telura ulver,Telura Ulver,Dark Elf,Female,
telvanni guard,Telvanni Guard,Dark Elf,Male,Telvanni
telvanni guard_stand,Telvanni Guard,Dark Elf,Male,Telvanni
telvanni sharpshooter,Telvanni Sharpshooter,Dark Elf,Male,Telvanni
telvon llethan,Telvon Llethan,Dark Elf,Male,Hlaalu
temis romavel,Temis Romavel,Dark Elf,Male,Redoran
tenaru romoren,Tenaru Romoren,Dark Elf,Female,Redoran
tendren hlervu,Tendren Hlervu,Dark Elf,Male,
tendris vedran,Tendris Vedran,Dark Elf,Male,Temple
tenisi lladri,Tenisi Lladri,Dark Elf,Female,Hlaalu
tens nolar,Tens Nolar,Dark Elf,Male,Redoran
terenu uveran,Terenu Uveran,Dark Elf,Female,
terer helothan,Terer Helothan,Dark Elf,Male,
tereri irethi,Tereri Irethi,Dark Elf,Female,
teres arothan,Teres Arothan,Dark Elf,Male,
teril savani,Teril Savani,Dark Elf,Female,Temple
teris raledran,Teris Raledran,Dark Elf,Male,
teruise girvayne,Teruise Girvayne,Dark Elf,Female,
tervur braven,Tervur Braven,Dark Elf,Male,
Teryne Hlaalu,Teryne Hlaalu,Dark Elf,Female,
teshmus assebiriddan,Teshmus Assebiriddan,Dark Elf,Male,
tevyn athin,Tevyn Athin,Dark Elf,Male,Redoran
thadar ertis,Thadar Ertis,Dark Elf,Male,
Thaden Ralas,Thaden Ralas,Dark Elf,Male,
Thalurea Thirvayn,Thalurea Thirvayn,Dark Elf,Female,
thanelen velas,Thanelen Velas,Dark Elf,Male,Camonna Tong
tharer rotheloth,Tharer Rotheloth,Dark Elf,Male,Temple
thavere vedrano,Thavere Vedrano,Dark Elf,Female,
thelama indalas,Thelama Indalas,Dark Elf,Female,
Thelama Indaren,Thelama Indaren,Dark Elf,Female,
theldyn virith,Theldyn Virith,Dark Elf,Male,Redoran
Thelsa Dral,Thelsa Dral,Dark Elf,Female,
thelvamu sarano,Thelvamu Sarano,Dark Elf,Female,
therana,Therana,Dark Elf,Female,Telvanni
thervam drelas,Thervam Drelas,Dark Elf,Male,
thervul serethi,Threvul Serethi,Dark Elf,Male,Telvanni
thilse aralas,Thilse Aralas,Dark Elf,Female,
tholer saryoni,Tholer Saryoni,Dark Elf,Male,Temple
thoryn samori,Thoryn Samori,Dark Elf,Male,Redoran
thovasi alen,Thovasi Alen,Dark Elf,Female,
Thurisea Thando,Thurisea Thando,Dark Elf,Female,
tibdan shalarnetus,Tibdan Shalarnetus,Dark Elf,Male,
tidras deltis,Tidras Deltis,Dark Elf,Male,
tidros indaram,Tidros Indaram,Dark Elf,Male,
Tilena Thalor,Tilena Thalor,Dark Elf,Female,
Tilore Andrethi,Tilore Andrethi,Dark Elf,Female,
tinaso alan,Tinaso Alan,Dark Elf,Female,Telvanni
tinos drothan,Tinos Drothan,Dark Elf,Male,
tinti,Tinti,Dark Elf,Male,Ashlanders
tiram gadar,Tiram Gadar,Dark Elf,Male,
tiras sadus,Tiras Sadus,Dark Elf,Male,
tirasie andalen,Tirasie Andalen,Dark Elf,Female,
tirele aralas,Tirele Aralas,Dark Elf,Female,
tirer belvayn,Tirer Belvayn,Dark Elf,Male,Telvanni
tirnur thirano,Tirnur Thirano,Dark Elf,Male,
tis abalkala,Tis Abalkala,Dark Elf,Male,
tissamsi asharapli,Tissamsi Asharapli,Dark Elf,Female,
tivam sadri,Tivam Sadri,Dark Elf,Male,
todd,Todd's Super Tester Guy,Dark Elf,Male,Blades
tolmera relenim,Tolmera Relenim,Dark Elf,Female,Hlaalu
tolvise othralen,Tolvise Othralen,Dark Elf,Female,
tolvone sarendas,Tolvone Sarendas,Dark Elf,Female,
tonas telvani,Tonas Telvani,Dark Elf,Female,
tonasi belas,Tonasi Belas,Dark Elf,Female,
toranu rothalnim,Toranu Rothalnim,Dark Elf,Female,
toris saren,Toris Saren,Dark Elf,Male,Redoran
Torosi Othreloth,Torosi Othreloth,Dark Elf,Female,
tralas rendas,Tralas Rendas,Dark Elf,Male,Temple
tralayn vavas,Tralayn Vavas,Dark Elf,Male,
traldrisa tervayn,Traldrisa Tervayn,Dark Elf,Female,Camonna Tong
traven marvos,Traven Marvos,Dark Elf,Male,Hlaalu
traynili senim,Traynili Senim,Dark Elf,Female,
tredere llaren,Tredere Llaren,Dark Elf,Female,
tredyn venim,Tredyn Venim,Dark Elf,Male,Hlaalu
trelam falvani,Trelam Falvani,Dark Elf,Male,
tremona maren,Tremona Maren,Dark Elf,Female,
trendrus drals,Trendrus Drals,Dark Elf,Male,
treram milar,Treram Milar,Dark Elf,Male,Redoran
treras dres,Treras Dres,Dark Elf,Male,Telvanni
trerayna dalen,Trerayna Dalen,Dark Elf,Female,Telvanni
trevyn fedos,Trevyn Fedos,Dark Elf,Male,Temple
trilam drolnor,Trilam Drolnor,Dark Elf,Male,
trivon llaren,Trivon Llaren,Dark Elf,Male,Redoran
trivura arenim,Trivura Arenim,Dark Elf,Female,Redoran
tubilalk mirathrernenum,Tubilalk Mirathrernenum,Dark Elf,Male,Ashlanders
tuls valen,Tuls Valen,Dark Elf,Male,Temple
tumsa darethi,Tumsa Darethi,Dark Elf,Female,
tunila omavel,Tunila Omavel,Dark Elf,Female,Telvanni
tunipu shamirbasour,Tunipy Shamirbasour,Dark Elf,Female,Ashlanders
turan tibashipal,Truan Tibashipal,Dark Elf,Male,
tussi,Tussi,Dark Elf,Female,Ashlanders
tussurradad,Tussurradad,Dark Elf,Male,Ashlanders
Tuvene Arethan,Tuvene Arethan,Dark Elf,Female,Imperial Legion
Tuvenie Varam,Tuvenie Varam,Dark Elf,Female,
tuveso beleth,Tuveso Beleth,Dark Elf,Female,Redoran
ulabael,Ulabael,Dark Elf,Male,Ashlanders
ulath-pal,Ulath-Pal,Dark Elf,Male,Ashlanders
ulenea beloren,Ulenea Beloren,Dark Elf,Female,
uleni heleran,Uleni Heleran,Dark Elf,Female,Mages Guild
ulibabi,Ulibabi,Dark Elf,Female,Ashlanders
ulisamsi saddarnuran,Ulisamsi Saddarnuran,Dark Elf,Female,
ulmesi baryon,Ulmesi Baryon,Dark Elf,Female,Morag Tong
ulmiso maloren,Ulmiso Maloren,Dark Elf,Female,Temple
ulms drathen,Ulms Drathen,Dark Elf,Male,
ulms saren,Ulms Saren,Dark Elf,Male,
ultis salam,Ultis Salam,Dark Elf,Male,
Ulvena Arobar,Ulvena Arobar,Dark Elf,Female,
ulveni daram,Ulveni Daram,Dark Elf,Female,
Ulves Marvel,Ulves Marvel,Dark Elf,Male,
ulvil llothas,Ulvil Llothas,Dark Elf,Male,
ulvon uleni,Ulvon Uleni,Dark Elf,Male,
ulyne henim,Ulyne Henim,Dark Elf,Female,Fighters Guild
ulyno uvirith,Ulyno Uvirith,Dark Elf,Female,Redoran
unila berendas,Unila Berendas,Dark Elf,Female,Hlaalu
uradras sadalas,Uradras Sadalas,Dark Elf,Male,
urandile selandas,Urandile Selandas,Dark Elf,Female,
urene arvel,Urene Arvel,Dark Elf,Female,Hlaalu
uresa omoril,Uresa Omoril,Dark Elf,Female,Temple
ureso drath,Ureso Drath,Dark Elf,Female,Temple
ureval dralayn,Ureval Dralayn,Dark Elf,Male,Redoran
Urnel Relas,Urnel Relas,Dark Elf,Male,
urshamusa rapli,Urshamusa Rapli,Dark Elf,Female,Ashlanders
urtisa romayn,Urtisa Romayn,Dark Elf,Female,
urtiso faryon,Urtiso Faryon,Dark Elf,Female,Telvanni
urven davor,Urven Davor,Dark Elf,Male,Hlaalu
uryne nirith,Uryne Nirith,Dark Elf,Female,
uthrel sarys,Uthrel Sarys,Dark Elf,Male,
uupse fyr,Uupse Fyr,Dark Elf,Female,Telvanni
uvele berendas,Uvele Berendas,Dark Elf,Male,Redoran
Uvisea Benethran,Uvisea Benethran,Dark Elf,Female,
uvoo llaren,Uvoo Llaren,Dark Elf,Female,Temple
uvren tures,Uvren Tures,Dark Elf,Male,Hlaalu
vabbar dinadad,Vabbar Dinadad,Dark Elf,Female,
vaden belas,Vaden Belas,Dark Elf,Male,
vadeni rethan,Vadeni Rethan,Dark Elf,Female,
Vadramea Farano,Vadramea Farano,Dark Elf,Female,
vadusa sathryon,Vadusa Sathryon,Dark Elf,Female,Camonna Tong
valveli arelas,Valveli Arelas,Dark Elf,Female,
valvesu indaram,Valvesu Indaram,Dark Elf,Female,
valvosa maryon,Valvosa Maryon,Dark Elf,Female,
valyne vedaren,Valyne Vedaren,Dark Elf,Female,Hlaalu
vanel serven,Vanel Serven,Dark Elf,Male,Telvanni
Varasa Dreloth,Varasa Dreloth,Dark Elf,Female,
varenu indaram,Varenu Indaram,Dark Elf,Female,
vares reram,Vares Reram,Dark Elf,Male,Telvanni
Varis Ginith,Varis Ginith,Dark Elf,Male,
varon sadralo,Varon Sadralo,Dark Elf,Male,
varona nelas,Varona Nelas,Dark Elf,Female,
varvsa athram,Varvsa Athram,Dark Elf,Female,
varvur sarethi,Varvur Sarethi,Dark Elf,Male,Redoran
vatollia apo,Vatollia Apo,Dark Elf,Male,Imperial Legion
Vaval Orethi,Vaval Orethi,Dark Elf,Male,Hlaalu
vaval selas,Vaval Selas,Dark Elf,Male,
vaveli dralas,Vaveli Dralas,Dark Elf,Female,Morag Tong
vaves virith,Vaves Virith,Dark Elf,Male,
vavran reni,Vavran Reni,Dark Elf,Male,
Vedam Dren,Duke Vedam Dren,Dark Elf,Male,Hlaalu
vedelea othril,Vedelea Othril,Dark Elf,Female,Hlaalu
vedran balen,Vedran Balen,Dark Elf,Male,Hlaalu
velanda omani,Velanda Omani,Dark Elf,Female,Hlaalu
velis thirothan,Velis Thirothan,Dark Elf,Male,
velms sadryon,Velms Sadryon,Dark Elf,Male,Temple
velsa orethi,Velsa Orethi,Dark Elf,Female,
velsa salaron,Velsa Salaron,Dark Elf,Female,Camonna Tong
velyn farethan,Velyn Farethan,Dark Elf,Male,
vendrela aravel,Vendrela Aravel,Dark Elf,Female,
verara rendo,Verara Rendo,Dark Elf,Female,
veresa salvani,Veresa Salvani,Dark Elf,Female,
vevos nerethi,Vevos Nerethi,Dark Elf,Male,
vevrana aryon,Vevrana Aryon,Dark Elf,Female,
vevul alver,Vevul Alver,Dark Elf,Male,
vilval relvani,Vilval Relvani,Dark Elf,Male,
vilvyni uveran,Vilvyni Uveran,Dark Elf,Female,
vilyn rervam,Vilyn Rervam,Dark Elf,Male,
vindamea drethan,Vindamea Drethan,Dark Elf,Female,
vindyne belvani,Vindyne Belvani,Dark Elf,Female,Redoran
viras guls,Hetman Guls,Dark Elf,Male,Redoran
Vireveri Darethran,Vireveri Darethran,Dark Elf,Female,
virvyn athren,Virvyn Athren,Dark Elf,Male,Redoran
Vivyne Andrano,Vivyne Andrano,Dark Elf,Female,
vobend dulfass,Vobend Dulfass,Dark Elf,Male,Thieves Guild
volene llervu,Volene Llervu,Dark Elf,Female,Redoran
volmyni dral,Volmyni Dral,Dark Elf,Female,
vonden mano,Vonden Mano,Dark Elf,Male,Redoran
voneri renim,Voneri Renim,Dark Elf,Female,
vorar helas,Vorar Helas,Dark Elf,Male,
Voruse Bethrimo,Voruse Bethrimo,Dark Elf,Male,Temple
vuldronu girith,Vuldronu Girith,Dark Elf,Female,Redoran
vulyne rothari,Vulyne Rothari,Dark Elf,Female,
vuvil senim,Vuvil Senim,Dark Elf,Male,Thieves Guild
widow vabdas,Widow Vabdas,Dark Elf,Female,
yahaz ashurnasaddas,Yahaz Ashurnasaddas,Dark Elf,Male,
yakin bael,Yakin Bael,Dark Elf,Male,
yakum hairshashishi,Yakum Hairshashishi,Dark Elf,Male,
yan assinabi,Yan Assinabi,Dark Elf,Male,
yan-ahhe darirnaddunumm,Yan-Ahhe Darirnaddunumm,Dark Elf,Female,Ashlanders
yanabani ashushshirari,Yanabani Ashushshirari,Dark Elf,Female,
yanibi adur-dan,Yanibi Adur-Dan,Dark Elf,Female,
yanit sehabani,Yanit Sehabani,Dark Elf,Male,
yantus,Yantus,Dark Elf,Male,Ashlanders
yapal esatliballit,Yapal Esatliballit,Dark Elf,Male,
yassour hairshumusa,Yassour Hairshumusa,Dark Elf,Male,
yeherradad,Yeherradad,Dark Elf,Male,
yen,Yen,Dark Elf,Male,Ashlanders
yenabi laserbillahemmi,Yenabi Laserbillahemmi,Dark Elf,Female,
yenammu,Yenammu,Dark Elf,Male,Ashlanders
zaba,Zaba,Dark Elf,Female,Ashlanders
zabamund,Zabamund,Dark Elf,Male,Ashlanders
zabarbael,Zabarbael,Dark Elf,Male,
zabi adidshina,Zabi Adidshina,Dark Elf,Female,
zainat ahalkalun,Zainat Ahalkalun,Dark Elf,Male,
zairan enturnabaelul,Zairan Enturnabaelul,Dark Elf,Male,
zalabelk saladnius,Zalabelk Saladnius,Dark Elf,Male,
zalit salkatanat,Zalit Salkatanat,Dark Elf,Male,
zallay subaddamael,Zallay Subaddamael,Dark Elf,Male,Ashlanders
zallit,Zallit,Dark Elf,Male,Ashlanders
zallit assattadaishah,Zallit Assattadaishah,Dark Elf,Male,
zanat assarnuridan,Zanat Assarnuridan,Dark Elf,Male,
zanmulk sammalamus,Zanmulk Sammalamus,Dark Elf,Male,Temple
zanummu,Zanummu,Dark Elf,Female,Ashlanders
zebba,Zebba,Dark Elf,Female,Ashlanders
zebba asharnalit,Zebba Asharnalit,Dark Elf,Female,
zebba benamamat,Zebba Benamamat,Dark Elf,Male,
zebdusipal mantiti,Zebdusipal Mantiti,Dark Elf,Male,Temple
zelaku assarrapanat,Zelaku Assarrapanat,Dark Elf,Male,
zelay sobbinisun,Zelay Sobbinisun,Dark Elf,Male,
zenabi samma,Zenabi Samma,Dark Elf,Male,
zennammu,Zennammu,Dark Elf,Female,
zennammu urshumusa,Zennammu Urshumusa,Dark Elf,Male,
alarvyne indalas,Alarvyne Indalas,Dark Elf,Female,
ashumanu eraishah,Ashumanu Eraishah,Dark Elf,Female,
balyn omavel,Balyn Omarel,Dark Elf,Male,Morag Tong
balyn omavel-DEAD,Balyn Omarel,Dark Elf,Male,Morag Tong
beden giladren,Beden Giladren,Dark Elf,Male,
dralcea arethi,Dralcea Arethi,Dark Elf,Female,
Dravasa Andrethi,Dravasa Andrethi,Dark Elf,Male,
duldrar saren,Duldrar Saren,Dark Elf,Male,Temple
dunel saryon,Dunel Saryon,Dark Elf,Male,
ervas aradil,Ervas Aradil,Dark Elf,Male,Temple
Fadila Balvel,Fadila Balvel,Dark Elf,Female,
fadren dalis,Fadren Dalis,Dark Elf,Male,Temple
favas nilem,Favas Nilem,Dark Elf,Male,Temple
fendryn drelvi,Fendryn Drelvi,Dark Elf,Male,
ferele athram,Ferele Athram,Dark Elf,Male,
ghost_npc_hort_ledd,Hort-Ledd,Dark Elf,Male,
hels_assassin1,Assassin,Dark Elf,Female,
hleras gidran,Hleras Gidren,Dark Elf,Male,
ienas sarandas,Ienas Sarandas,Dark Elf,Male,
ilasour tansumiran,Ilasour Tansumiran,Dark Elf,Male,
kanit niladon,Kanit Niladon,Dark Elf,Male,
mevel fererus,Mevel Fererus,Dark Elf,Male,
mornsu omalor,Mornsu Omalor,Dark Elf,Female,
movis darys,Movis Darys,Dark Elf,Male,Dark Brotherhood
orns omaren,Orns Omaren,Dark Elf,Male,
ranosa gilvayn,Ranosa Gilvayn,Dark Elf,Female,
Rararyn Radarys,Rarayn Radarys,Dark Elf,Male,
rathal barus,Rathal Barus,Dark Elf,Male,
saruse hloran,Saruse Hloran,Dark Elf,Female,Redoran
savile imayn,Savile Imayn,Dark Elf,Female,
shashev,Shashev,Dark Elf,Male,
tashpi ashibael,Tashpi Ashibael,Dark Elf,Female,
teruise girvayne,Terurise Girvayne,Dark Elf,Female,
tervur braven,Tervur Braven,Dark Elf,Male,
thervul serethi,Thervul Serethi,Dark Elf,Male,Telvanni
ulisamsi saddarnuran,Ulisamsi Shaddarnuran,Dark Elf,Female,
urshamusa rapli,Urshamusa Rapli,Dark Elf,Female,Ashlanders
vobend dulfass,Vobend Dulfass,Dark Elf,Male,Thieves Guild
yakum hairshashishi,Yakum Hairshashishi,Dark Elf,Male,
ashumanu eraishah,Ashumanu Eraishah,Dark Elf,Female,
darvam hlaren,Darvam Hlaren,Dark Elf,Male,Thieves Guild
Drarayne Girith,Drarayne Girith,Dark Elf,Male,
orns omaren,Orns Omaren,Dark Elf,Male,
selkirnemus,Selkirnemus,Dark Elf,Male,
trivura arenim,Trivura Arenim,Dark Elf,Female,Redoran
alam merys,Alam Merys,Dark Elf,Male,
Aleri Aren,Aleri Aren,Dark Elf,Female,Royal Guard
Alvan Llarys,Alvan Llarys,Dark Elf,Male,
arnas therethi,Hand Arnas Therethi,Dark Elf,Male,Hands of Almalexia
Arnsa Thendas,Arnsa Thendas,Dark Elf,Female,
athelyn malas,Athelyn Malas,Dark Elf,Male,
barenziah,Barenziah,Dark Elf,Female,
Bedal Alen,Bedal Alen,Dark Elf,Male,Hlaalu
Bels Uvenim,Bels Uvenim,Dark Elf,Male,
Black Dart Adren,Black Dart Adren,Dark Elf,Male,
Black Dart Draren,Black Dart Draren,Dark Elf,Male,
Black Dart Gilur,Black Dart Gilur,Dark Elf,Male,
Black Dart Malar,Black Dart Malar,Dark Elf,Male,
Black Dart Urvyn,Black Dart Urvyn,Dark Elf,Male,
bols indalen,Bols Indalen,Dark Elf,Male,
danaronea daryon,Danaronea Daryon,Dark Elf,Female,
dandras vules,Dandras Vules,Dark Elf,Male,Dark Brotherhood
db_assassin1,Assassin,Dark Elf,Male,Dark Brotherhood
db_assassin1a,Dark Brotherhood Journeyman,Dark Elf,Male,Dark Brotherhood
db_assassin1b,Assassin,Dark Elf,Male,Dark Brotherhood
db_assassin1c,Dark Brotherhood Apprentice,Dark Elf,Male,Dark Brotherhood
db_assassin2,Assassin,Dark Elf,Male,Dark Brotherhood
db_assassin2a,Dark Brotherhood Operator,Dark Elf,Male,Dark Brotherhood
db_assassin3,Assassin,Dark Elf,Male,Dark Brotherhood
db_assassin3a,Dark Brotherhood Punisher,Dark Elf,Male,Dark Brotherhood
db_assassin4,Assassin,Dark Elf,Male,Dark Brotherhood
db_assassin4a,Dark Brotherhood Assassin,Dark Elf,Male,Dark Brotherhood
deldrise andoren,Deldrise Andoren,Dark Elf,Female,
Diradeni Farano,Diradeni Farano,Dark Elf,Female,Royal Guard
Dirver Relas,Dirver Relas,Dark Elf,Male,
Donus Serethi,Donus Serethi,Dark Elf,Male,Hlaalu
Dovor Oren,Dovor Oren,Dark Elf,Male,
drals indobar,Hand Drals Indobar,Dark Elf,Male,Hands of Almalexia
drathas nerus,Drathas Nerus,Dark Elf,Male,
drathas reyas,Drathas Reyas,Dark Elf,Male,
dravil indrano,Dravil Indrano,Dark Elf,Male,
eno romari,Eno Romari,Dark Elf,Male,
Ervis Verano,Ervis Verano,Dark Elf,Male,Royal Guard
Evo Othreloth,Evo Othreloth,Dark Elf,Male,Royal Guard
fedris hler,Fedris Hler,Dark Elf,Male,
Felvan Ienith,Felvan Ienith,Dark Elf,Male,
Feranos Hlando,Feranos Hlando,Dark Elf,Male,
Fonari Indaren,Fonari Indaren,Dark Elf,Female,
Fons Beren,Fons Beren,Dark Elf,Male,
Forven Berano,Forven Berano,Dark Elf,Male,Hlaalu
galms seles,Galms Seles,Dark Elf,Male,
Galsa Andrano,Galsa Andrano,Dark Elf,Female,Temple
gavas drin,Gavas Drin,Dark Elf,Male,Temple
gavis velas,Gavis Velas,Dark Elf,Male,
Gee-Pop Varis,Gee-Pop Varis,Dark Elf,Male,
Golena Sadri,Golena Sadri,Dark Elf,Female,
Golena Sadri_a,Golena Sadri,Dark Elf,Female,
Goval Ralen,Goval Ralen,Dark Elf,Male,
Granny Varis,Granny Varis,Dark Elf,Female,
Guard_Helseth,Royal Guard,Dark Elf,Male,Royal Guard
Guard_Helseth_attack,Royal Guard,Dark Elf,Male,Royal Guard
Guard_HighOrd_Attack,High Ordinator,Dark Elf,Male,Temple
gureryne selvilo,Gureryne Selvilo,Dark Elf,Female,
Ivulen Irano,Ivulen Irano,Dark Elf,Male,Royal Guard
King Hlaalu Helseth,King Hlaalu Helseth,Dark Elf,Male,
Marena Gilnith,Marena Gilnith,Dark Elf,Female,
mehra drora,Mehra Drora,Dark Elf,Female,Temple
mehra helas,Mehra Helas,Dark Elf,Female,Temple
melur savil,Melur Savil,Dark Elf,Male,
meralyn othan,Meralyn Othan,Dark Elf,Female,
meryn othralas,Meryn Othralas,Dark Elf,Male,
Milvela Dralen,Milvela Dralen,Dark Elf,Female,Royal Guard
Narisa Adus,Narisa Adus,Dark Elf,Female,
Narissa Adus,Narissa Adus,Dark Elf,Female,
Nerile Andaren,Nerile Andaren,Dark Elf,Female,Temple
nevama sarobar,Nevama Sarobar,Dark Elf,Female,
Olvyne Dobar,Olvyne Dobar,Dark Elf,Female,
ordinator_MH_Sadri,High Ordinator,Dark Elf,Male,Temple
ordinator_mh_stationary,High Ordinator,Dark Elf,Male,Temple
ordinator_mh_TBasement,High Ordinator,Dark Elf,Male,Temple
ordinator_mh_TH_UNI,High Ordinator,Dark Elf,Male,Temple
ordinator_mournhold,High Ordinator,Dark Elf,Male,Temple
ovis velas,Ovis Velas,Dark Elf,Male,
player,player,Dark Elf,Male,
Ravani Llethan,Ravani Llethan,Dark Elf,Female,
Roner Arano,Roner Arano,Dark Elf,Male,
